State,Area Name,"Percent of adults with less than a high school diploma, 2000","Percent of adults with a high school diploma only, 2000","Percent of adults completing some college or associate's degree, 2000","Percent of adults with a bachelor's degree or higher, 2000","Less than a high school diploma, 2012-2016","High school diploma only, 2012-2016","Some college or associate's degree, 2012-2016","Bachelor's degree or higher, 2012-2016","Percent of adults with less than a high school diploma, 2012-2016","Percent of adults with a high school diploma only, 2012-2016","Percent of adults completing some college or associate's degree, 2012-2016","Percent of adults with a bachelor's degree or higher, 2012-2016"
TX,Coleman County,"29.0","38.1","21.1","11.7","1,058","2,435","1,712","862","17.4","40.1","28.2","14.2"
TX,Collin County,"8.2","15.1","29.4","47.3","36,966","88,132","161,049","288,571","6.4","15.3","28.0","50.2"
TX,Collingsworth County,"28.7","25.6","30.5","15.3","468","574","649","347","23.0","28.2","31.8","17.0"
TX,Colorado County,"30.9","33.3","21.3","14.4","2,599","5,361","3,713","2,630","18.2","37.5","26.0","18.4"
TX,Comal County,"16.1","28.4","29.2","26.2","7,299","22,045","27,070","29,733","8.5","25.6","31.4","34.5"
TX,Comanche County,"29.8","34.6","22.6","13.0","1,877","3,423","2,460","1,590","20.1","36.6","26.3","17.0"
TX,Concho County,"40.7","27.2","18.0","14.1","1,198","857","695","357","38.6","27.6","22.4","11.5"
TX,Cooke County,"20.8","31.5","32.0","15.7","3,605","7,718","9,043","5,611","13.9","29.7","34.8","21.6"
TX,Coryell County,"18.9","32.1","36.6","12.4","5,815","13,173","20,678","7,081","12.4","28.2","44.2","15.1"
TX,Cottle County,"33.9","30.6","20.2","15.3","302","330","280","176","27.8","30.3","25.7","16.2"
TX,Crane County,"31.3","33.0","22.9","12.8","799","909","850","378","27.2","31.0","29.0","12.9"
TX,Crockett County,"37.9","29.0","22.8","10.4","660","861","710","277","26.3","34.3","28.3","11.0"
TX,Crosby County,"38.2","30.5","20.7","10.5","1,063","1,281","1,028","463","27.7","33.4","26.8","12.1"
TX,Culberson County,"43.9","27.6","14.7","13.9","532","529","338","116","35.1","34.9","22.3","7.7"
TX,Dallam County,"35.0","32.1","23.3","9.6","1,121","1,214","1,285","486","27.3","29.6","31.3","11.8"
TX,Dallas County,"25.0","21.7","26.3","27.0","349,434","358,305","410,360","471,989","22.0","22.5","25.8","29.7"
TX,Dawson County,"34.8","34.9","19.9","10.5","2,224","3,125","2,166","1,086","25.9","36.3","25.2","12.6"
TX,Deaf Smith County,"39.1","26.5","22.6","11.8","3,138","3,465","2,944","1,581","28.2","31.1","26.5","14.2"
TX,Delta County,"24.5","36.1","25.5","13.9","498","1,300","1,159","674","13.7","35.8","31.9","18.6"
TX,Denton County,"10.6","19.9","32.8","36.6","38,572","91,870","149,841","204,364","8.0","19.0","30.9","42.2"
TX,DeWitt County,"32.1","32.9","23.1","11.8","2,920","5,579","3,906","2,124","20.1","38.4","26.9","14.6"
TX,Dickens County,"29.4","38.5","23.7","8.4","350","509","537","233","21.5","31.2","33.0","14.3"
TX,Dimmit County,"45.7","26.3","17.9","10.1","2,189","2,063","1,621","690","33.4","31.4","24.7","10.5"
TX,Donley County,"21.8","26.5","35.9","15.8","291","780","849","380","12.7","33.9","36.9","16.5"
TX,Duval County,"40.3","29.7","21.0","8.9","2,470","2,489","1,883","667","32.9","33.1","25.1","8.9"
TX,Eastland County,"27.4","33.5","26.4","12.7","2,121","4,167","4,242","1,797","17.2","33.8","34.4","14.6"
TX,Ector County,"32.0","26.8","29.2","12.0","22,581","26,248","27,995","13,722","24.9","29.0","30.9","15.2"
TX,Edwards County,"32.9","29.3","20.4","17.3","362","420","322","348","24.9","28.9","22.2","24.0"
TX,Ellis County,"22.2","30.8","29.9","17.1","15,677","29,032","34,725","22,335","15.4","28.5","34.1","21.9"
TX,El Paso County,"34.2","22.5","26.6","16.6","117,532","121,458","151,875","108,231","23.5","24.3","30.4","21.7"
TX,Erath County,"22.9","26.6","25.6","25.0","3,701","5,573","7,274","6,498","16.1","24.2","31.6","28.2"
TX,Falls County,"33.8","34.1","22.5","9.6","2,887","4,315","3,259","1,408","24.3","36.4","27.5","11.9"
TX,Fannin County,"27.5","35.6","24.2","12.6","4,019","8,238","7,747","3,706","17.0","34.7","32.7","15.6"
TX,Fayette County,"28.7","35.8","20.9","14.6","3,262","6,618","4,880","3,043","18.3","37.2","27.4","17.1"
TX,Fisher County,"26.7","38.4","22.5","12.4","467","871","878","501","17.2","32.1","32.3","18.4"
TX,Floyd County,"36.5","31.1","20.2","12.3","1,052","1,114","1,114","643","26.8","28.4","28.4","16.4"
TX,Foard County,"30.0","35.1","24.4","10.5","183","324","294","153","19.2","34.0","30.8","16.0"
TX,Fort Bend County,"15.7","19.4","28.0","36.9","47,134","75,855","117,512","193,935","10.8","17.5","27.0","44.6"
TX,Franklin County,"22.6","35.6","25.6","16.2","1,050","2,221","2,609","1,378","14.5","30.6","35.9","19.0"
TX,Freestone County,"23.2","37.7","28.2","10.9","2,588","4,646","4,865","1,574","18.9","34.0","35.6","11.5"
TX,Frio County,"42.3","28.4","20.8","8.4","4,126","3,810","2,359","808","37.2","34.3","21.2","7.3"
TX,Gaines County,"43.8","26.4","19.3","10.5","4,268","3,107","2,268","1,128","39.6","28.8","21.1","10.5"
TX,Galveston County,"19.1","26.4","31.8","22.7","25,989","51,893","70,705","60,479","12.4","24.8","33.8","28.9"
TX,Garza County,"29.9","38.4","21.7","10.0","2,054","1,288","1,020","420","43.0","26.9","21.3","8.8"
TX,Gillespie County,"19.9","29.4","27.8","22.9","2,024","5,272","5,125","6,441","10.7","28.0","27.2","34.1"
TX,Glasscock County,"30.1","24.2","27.0","18.7","204","190","220","207","24.8","23.1","26.8","25.2"
TX,Goliad County,"27.6","29.6","30.5","12.3","589","1,968","1,845","838","11.2","37.6","35.2","16.0"
TX,Gonzales County,"38.0","33.7","17.5","10.7","3,573","4,412","3,242","1,789","27.5","33.9","24.9","13.7"
TX,Gray County,"24.7","33.6","29.8","11.9","3,022","4,968","5,290","2,087","19.7","32.3","34.4","13.6"
TX,Grayson County,"19.8","30.0","33.0","17.2","10,381","25,749","30,456","16,846","12.4","30.9","36.5","20.2"
TX,Gregg County,"20.9","27.7","31.9","19.5","12,853","22,510","27,219","16,346","16.3","28.5","34.5","20.7"
TX,Grimes County,"32.7","32.8","24.3","10.3","4,160","6,558","5,526","2,464","22.2","35.1","29.5","13.2"
TX,Guadalupe County,"21.9","30.1","28.9","19.1","11,273","28,497","30,274","25,315","11.8","29.9","31.7","26.5"
TX,Hale County,"34.1","28.7","22.8","14.4","5,200","7,161","5,463","3,334","24.6","33.8","25.8","15.8"
TX,Hall County,"38.3","32.8","18.6","10.3","578","570","665","260","27.9","27.5","32.1","12.5"
TX,Hamilton County,"26.2","33.1","24.0","16.8","1,054","1,998","1,590","1,270","17.8","33.8","26.9","21.5"
TX,Hansford County,"30.1","29.8","21.5","18.6","899","1,005","832","718","26.0","29.1","24.1","20.8"
TX,Hardeman County,"29.3","33.3","24.7","12.8","680","917","817","376","24.4","32.9","29.3","13.5"
TX,Hardin County,"20.5","40.3","26.2","13.0","4,884","14,164","12,222","5,992","13.1","38.0","32.8","16.1"
TX,Harris County,"25.4","21.6","26.1","26.9","554,024","650,318","748,341","839,907","19.8","23.3","26.8","30.1"
TX,Harrison County,"21.7","34.1","28.8","15.4","7,467","14,848","13,423","7,678","17.2","34.2","30.9","17.7"
TX,Hartley County,"22.7","33.9","25.8","17.6","789","1,625","1,106","885","17.9","36.9","25.1","20.1"
TX,Haskell County,"28.9","36.5","20.2","14.4","1,362","1,403","972","582","31.5","32.5","22.5","13.5"
TX,Hays County,"15.3","22.9","30.4","31.3","12,068","23,937","33,479","39,627","11.1","21.9","30.7","36.3"
TX,Hemphill County,"20.1","29.2","32.8","17.9","533","652","734","580","21.3","26.1","29.4","23.2"
TX,Henderson County,"26.5","32.3","29.1","12.1","9,435","18,670","17,520","9,669","17.1","33.8","31.7","17.5"
TX,Hidalgo County,"49.5","20.2","17.3","12.9","167,932","106,347","103,355","79,646","36.7","23.3","22.6","17.4"
TX,Hill County,"28.2","33.3","26.0","12.5","4,671","7,966","7,310","3,812","19.7","33.5","30.8","16.0"
TX,Hockley County,"31.8","26.2","28.4","13.6","3,117","4,086","4,974","2,100","21.8","28.6","34.8","14.7"
TX,Hood County,"16.5","29.6","33.4","20.5","4,581","11,653","12,682","10,037","11.8","29.9","32.6","25.8"
TX,Hopkins County,"26.4","35.7","22.9","15.1","4,197","8,785","6,844","4,078","17.6","36.8","28.6","17.1"
TX,Houston County,"30.0","34.7","23.1","12.2","2,928","6,146","5,146","2,413","17.6","37.0","30.9","14.5"
TX,Howard County,"29.4","31.4","28.1","11.1","5,038","8,123","8,246","3,093","20.6","33.2","33.7","12.6"
TX,Hudspeth County,"53.9","20.6","15.8","9.7","1,093","579","443","171","47.8","25.3","19.4","7.5"
TX,Hunt County,"23.1","34.3","25.8","16.8","10,143","20,135","18,305","10,183","17.3","34.3","31.1","17.3"
TX,Hutchinson County,"20.4","34.0","31.2","14.3","2,139","4,314","5,541","2,164","15.1","30.5","39.1","15.3"
TX,Irion County,"21.2","31.0","26.3","21.5","90","410","410","169","8.3","38.0","38.0","15.7"
TX,Jack County,"24.2","36.6","26.4","12.8","1,290","2,560","1,597","658","21.1","41.9","26.2","10.8"
TX,Jackson County,"27.3","34.4","25.6","12.8","1,561","3,309","3,237","1,690","15.9","33.8","33.0","17.3"
TX,Jasper County,"27.0","39.6","23.0","10.5","3,188","11,183","7,145","2,558","13.2","46.5","29.7","10.6"
TX,Jeff Davis County,"25.3","19.0","20.6","35.1","338","301","435","670","19.4","17.3","24.9","38.4"
TX,Jefferson County,"21.5","33.1","29.0","16.3","27,967","55,351","52,436","31,374","16.7","33.1","31.4","18.8"
TX,Jim Hogg County,"42.0","28.3","20.2","9.5","823","1,122","967","362","25.1","34.3","29.5","11.1"
TX,Jim Wells County,"35.2","32.4","21.5","10.9","6,847","9,312","6,837","2,759","26.6","36.2","26.5","10.7"
TX,Johnson County,"22.4","33.2","30.6","13.8","16,553","33,763","33,819","18,150","16.2","33.0","33.1","17.7"
TX,Jones County,"35.7","34.6","21.5","8.2","3,371","5,875","3,949","1,624","22.7","39.6","26.6","11.0"
TX,Karnes County,"40.9","32.3","17.4","9.4","2,422","3,865","2,760","1,264","23.5","37.5","26.8","12.3"
TX,Kaufman County,"25.5","33.8","28.4","12.3","11,095","23,590","23,093","13,951","15.5","32.9","32.2","19.5"
TX,Kendall County,"14.6","23.1","31.0","31.4","1,891","6,489","7,920","10,568","7.0","24.2","29.5","39.3"
TX,Kenedy County,"42.1","21.8","15.7","20.3","148","99","62","40","42.4","28.4","17.8","11.5"
TX,Kent County,"21.9","37.0","26.0","15.1","108","148","123","119","21.7","29.7","24.7","23.9"
TX,Kerr County,"18.8","29.2","28.7","23.3","4,901","10,156","11,849","9,553","13.4","27.9","32.5","26.2"
TX,Kimble County,"27.9","34.1","20.6","17.3","585","1,174","1,111","587","16.9","34.0","32.1","17.0"
TX,King County,"21.9","25.9","27.6","24.6","41","79","42","49","19.4","37.4","19.9","23.2"
TX,Kinney County,"33.1","27.3","21.8","17.7","841","718","667","339","32.8","28.0","26.0","13.2"
TX,Kleberg County,"31.8","23.1","24.8","20.4","3,992","3,836","5,386","4,468","22.6","21.7","30.5","25.3"
TX,Knox County,"33.2","33.7","21.2","11.8","498","838","709","459","19.9","33.5","28.3","18.3"
TX,Lamar County,"23.7","33.2","28.7","14.5","5,195","11,321","11,412","5,596","15.5","33.8","34.0","16.7"
TX,Lamb County,"36.3","28.4","24.2","11.1","2,207","2,650","2,197","1,491","25.8","31.0","25.7","17.4"
TX,Lampasas County,"21.2","30.5","32.1","16.2","1,580","3,654","5,816","2,857","11.4","26.3","41.8","20.5"
TX,La Salle County,"49.9","25.7","17.9","6.4","1,736","1,698","650","700","36.3","35.5","13.6","14.6"
TX,Lavaca County,"31.4","36.7","20.5","11.4","2,316","5,681","3,420","2,205","17.0","41.7","25.1","16.2"
TX,Lee County,"28.3","36.8","21.9","13.1","2,002","4,170","3,191","1,922","17.7","37.0","28.3","17.0"
TX,Leon County,"26.2","37.9","23.8","12.1","1,828","4,488","3,526","1,977","15.5","38.0","29.8","16.7"
TX,Liberty County,"30.4","36.2","25.3","8.1","12,234","20,078","13,905","5,157","23.8","39.1","27.1","10.0"
TX,Limestone County,"32.6","29.9","26.3","11.1","3,333","5,319","4,756","2,353","21.1","33.7","30.2","14.9"
TX,Lipscomb County,"25.5","29.4","26.3","18.9","453","766","658","404","19.9","33.6","28.8","17.7"
TX,Live Oak County,"32.9","28.3","26.7","12.0","1,801","3,045","2,838","958","20.8","35.2","32.8","11.1"
TX,Llano County,"16.5","32.6","29.9","21.0","2,105","4,161","5,146","4,139","13.5","26.8","33.1","26.6"
TX,Loving County,"13.7","37.3","43.1","5.9","17","21","27","2","25.4","31.3","40.3","3.0"
TX,Lubbock County,"21.6","25.3","28.7","24.4","25,638","44,012","54,627","48,279","14.9","25.5","31.7","28.0"
TX,Lynn County,"38.1","27.9","20.6","13.4","820","1,229","1,023","640","22.1","33.1","27.6","17.2"
TX,McCulloch County,"29.5","35.0","21.5","14.0","1,312","1,871","1,706","936","22.5","32.1","29.3","16.1"
TX,McLennan County,"23.4","27.9","29.6","19.1","23,638","41,628","48,473","32,494","16.2","28.5","33.1","22.2"
TX,McMullen County,"25.3","35.2","23.3","16.2","88","164","145","77","18.6","34.6","30.6","16.2"
TX,Madison County,"27.2","43.9","17.4","11.5","2,214","3,643","2,800","1,209","22.4","36.9","28.4","12.3"
TX,Marion County,"32.5","33.1","25.8","8.5","1,532","3,067","2,174","985","19.7","39.5","28.0","12.7"
TX,Martin County,"34.2","31.4","22.6","11.8","731","986","883","621","22.7","30.6","27.4","19.3"
TX,Mason County,"21.9","27.8","31.6","18.7","337","1,045","984","733","10.9","33.7","31.8","23.7"
TX,Matagorda County,"29.7","31.2","26.6","12.5","5,306","7,963","6,920","3,632","22.3","33.4","29.1","15.2"
TX,Maverick County,"57.9","18.8","14.2","9.1","13,176","6,693","8,282","3,725","41.3","21.0","26.0","11.7"
TX,Medina County,"27.8","33.4","25.4","13.3","5,556","10,050","9,960","6,166","17.5","31.7","31.4","19.4"
TX,Menard County,"30.6","31.0","21.2","17.2","326","556","429","233","21.1","36.0","27.8","15.1"
TX,Midland County,"20.8","22.9","31.4","24.8","16,018","23,700","31,674","25,382","16.6","24.5","32.7","26.2"
TX,Milam County,"29.1","37.0","22.2","11.6","3,221","6,004","4,560","2,561","19.7","36.7","27.9","15.7"
TX,Mills County,"23.3","36.0","20.6","20.2","558","896","1,100","753","16.9","27.1","33.3","22.8"
TX,Mitchell County,"28.3","41.0","20.2","10.4","1,552","2,086","1,835","683","25.2","33.9","29.8","11.1"
TX,Montague County,"27.0","35.4","26.3","11.3","2,424","4,832","4,318","2,005","17.9","35.6","31.8","14.8"
TX,Montgomery County,"18.4","27.4","28.9","25.3","44,501","81,042","100,021","110,906","13.2","24.1","29.7","33.0"
TX,Moore County,"37.9","28.5","22.6","11.0","4,619","3,226","3,231","1,728","36.1","25.2","25.2","13.5"
TX,Morris County,"26.3","34.4","28.1","11.2","1,161","3,345","2,874","1,456","13.1","37.9","32.5","16.5"
TX,Motley County,"26.5","33.6","25.1","14.7","82","246","256","123","11.6","34.8","36.2","17.4"
TX,Nacogdoches County,"26.3","27.3","23.6","22.8","6,990","10,460","10,400","9,404","18.8","28.1","27.9","25.2"
TX,Navarro County,"28.3","32.7","26.7","12.2","7,305","9,502","9,692","4,947","23.2","30.2","30.8","15.7"
TX,Newton County,"31.3","45.5","17.8","5.5","1,239","4,632","2,724","696","13.3","49.9","29.3","7.5"
TX,Nolan County,"30.1","32.0","24.7","13.2","1,946","3,302","3,304","1,239","19.9","33.7","33.7","12.7"
TX,Nueces County,"25.6","25.0","30.6","18.8","42,845","64,985","74,446","46,863","18.7","28.4","32.5","20.5"
TX,Ochiltree County,"30.8","27.4","25.7","16.1","1,486","1,860","1,817","1,011","24.1","30.1","29.4","16.4"
TX,Oldham County,"19.5","27.0","34.0","19.4","181","303","399","309","15.2","25.4","33.5","25.9"
TX,Orange County,"21.0","38.7","29.3","11.0","6,034","21,916","19,393","8,469","10.8","39.3","34.7","15.2"
TX,Palo Pinto County,"28.8","31.8","27.4","12.1","3,281","6,711","5,953","3,002","17.3","35.4","31.4","15.8"
TX,Panola County,"24.1","34.8","27.6","13.4","2,506","5,131","6,031","2,261","15.7","32.2","37.9","14.2"
TX,Parker County,"19.5","30.4","31.5","18.6","8,896","22,827","28,749","22,395","10.7","27.5","34.7","27.0"
TX,Parmer County,"39.3","25.4","21.9","13.4","1,885","1,861","1,297","962","31.4","31.0","21.6","16.0"
TX,Pecos County,"37.5","29.4","20.2","12.9","3,302","3,643","2,629","1,016","31.2","34.4","24.8","9.6"
TX,Polk County,"30.0","36.5","23.1","10.4","6,489","12,849","10,012","3,989","19.5","38.5","30.0","12.0"
TX,Potter County,"28.9","29.3","28.3","13.5","18,056","22,129","25,307","11,169","23.6","28.9","33.0","14.6"
TX,Presidio County,"55.3","19.9","13.1","11.7","2,010","871","607","1,164","43.2","18.7","13.0","25.0"
TX,Rains County,"27.0","37.5","24.0","11.5","1,477","3,341","2,558","770","18.1","41.0","31.4","9.5"
TX,Randall County,"10.5","23.4","37.2","28.9","7,468","18,602","32,232","25,497","8.9","22.2","38.5","30.4"
TX,Reagan County,"37.0","29.9","24.0","9.2","668","836","571","269","28.5","35.7","24.4","11.5"
TX,Real County,"27.0","28.2","27.5","17.3","488","651","769","575","19.7","26.2","31.0","23.2"
TX,Red River County,"34.3","33.7","23.1","9.0","1,751","3,475","2,526","1,201","19.6","38.8","28.2","13.4"
TX,Reeves County,"53.4","24.9","13.8","8.0","3,751","2,539","2,249","1,076","39.0","26.4","23.4","11.2"
TX,Refugio County,"31.9","32.5","24.0","11.6","1,006","1,818","1,613","537","20.2","36.6","32.4","10.8"
TX,Roberts County,"10.0","28.6","36.1","25.4","38","180","206","195","6.1","29.1","33.3","31.5"
TX,Robertson County,"31.9","35.9","19.6","12.7","1,934","3,915","3,317","1,925","17.4","35.3","29.9","17.4"
TX,Rockwall County,"13.3","22.9","31.2","32.7","4,584","12,574","18,007","21,508","8.1","22.2","31.8","38.0"
TX,Runnels County,"31.1","35.2","20.6","13.1","1,493","2,558","1,720","1,278","21.2","36.3","24.4","18.1"
TX,Rusk County,"25.9","33.0","28.3","12.8","7,472","11,555","11,720","5,303","20.7","32.1","32.5","14.7"
TX,Sabine County,"27.5","37.7","24.1","10.6","1,100","3,365","2,075","972","14.6","44.8","27.6","12.9"
TX,San Augustine County,"30.1","38.6","19.4","11.8","1,214","2,709","1,598","718","19.5","43.4","25.6","11.5"
TX,San Jacinto County,"27.4","38.6","24.5","9.6","3,272","8,649","5,151","1,898","17.2","45.6","27.2","10.0"
TX,San Patricio County,"28.6","29.8","28.6","13.0","9,253","13,320","13,534","6,102","21.9","31.6","32.1","14.5"
TX,San Saba County,"30.0","31.2","23.0","15.8","1,063","1,324","1,178","607","25.5","31.7","28.2","14.5"
TX,Schleicher County,"39.6","20.5","22.3","17.6","465","482","639","375","23.7","24.6","32.6","19.1"
TX,Scurry County,"27.7","31.9","28.6","11.8","2,153","3,673","3,613","1,722","19.3","32.9","32.4","15.4"
TX,Shackelford County,"20.8","32.6","25.7","20.8","347","652","673","562","15.5","29.2","30.1","25.2"
TX,Shelby County,"31.1","35.5","21.2","12.2","4,040","5,844","4,001","2,508","24.6","35.6","24.4","15.3"
TX,Sherman County,"26.9","26.9","25.8","20.4","535","548","549","449","25.7","26.3","26.4","21.6"
TX,Smith County,"19.8","24.8","32.8","22.5","21,817","35,809","49,536","35,095","15.3","25.2","34.8","24.7"
TX,Somervell County,"22.0","32.3","28.4","17.2","1,023","1,801","1,964","1,135","17.3","30.4","33.2","19.2"
TX,Starr County,"65.3","16.9","10.9","6.9","17,869","8,289","5,333","3,220","51.5","23.9","15.4","9.3"
TX,Stephens County,"27.7","29.3","29.6","13.4","1,501","2,217","1,737","1,111","22.9","33.8","26.5","16.9"
TX,Sterling County,"29.6","27.9","25.3","17.1","113","293","199","188","14.3","36.9","25.1","23.7"
TX,Stonewall County,"29.0","37.9","20.5","12.6","182","356","228","120","20.5","40.2","25.7","13.5"
TX,Sutton County,"35.6","29.8","21.5","13.0","592","715","801","427","23.4","28.2","31.6","16.8"
TX,Swisher County,"30.3","31.0","22.5","16.2","982","1,873","1,439","747","19.5","37.2","28.5","14.8"
TX,Tarrant County,"18.7","23.5","31.2","26.6","182,543","292,563","380,702","379,742","14.8","23.7","30.8","30.7"
TX,Taylor County,"18.8","28.4","30.3","22.5","10,774","24,512","26,882","19,759","13.2","29.9","32.8","24.1"
TX,Terrell County,"29.1","27.4","24.5","19.0","153","206","179","110","23.6","31.8","27.6","17.0"
TX,Terry County,"37.5","31.9","21.2","9.5","2,484","2,506","2,094","978","30.8","31.1","26.0","12.1"
TX,Throckmorton County,"22.6","33.5","25.7","18.2","219","354","330","224","19.4","31.4","29.3","19.9"
TX,Titus County,"34.5","29.4","22.9","13.2","5,479","5,726","5,484","2,980","27.9","29.1","27.9","15.2"
TX,Tom Green County,"23.8","28.6","28.2","19.5","12,401","21,887","23,226","16,633","16.7","29.5","31.3","22.4"
TX,Travis County,"15.3","17.3","26.7","40.6","90,921","130,629","189,626","356,611","11.8","17.0","24.7","46.4"
TX,Trinity County,"26.9","39.6","24.2","9.4","1,713","4,220","3,282","1,278","16.3","40.2","31.3","12.2"
TX,Tyler County,"28.1","41.4","20.8","9.7","2,336","6,428","4,549","1,700","15.6","42.8","30.3","11.3"
TX,Upshur County,"23.7","36.3","29.0","11.1","4,501","8,886","9,444","4,279","16.6","32.8","34.8","15.8"
TX,Upton County,"32.9","34.1","21.2","11.8","530","810","599","213","24.6","37.6","27.8","9.9"
TX,Uvalde County,"40.4","22.4","23.4","13.8","5,090","3,679","5,336","2,475","30.7","22.2","32.2","14.9"
TX,Val Verde County,"41.3","24.8","19.8","14.1","9,627","7,433","6,975","5,086","33.1","25.5","24.0","17.5"
TX,Van Zandt County,"28.0","34.4","26.1","11.6","6,476","12,841","11,309","5,964","17.7","35.1","30.9","16.3"
TX,Victoria County,"23.8","29.1","30.9","16.2","9,610","18,612","19,412","11,063","16.4","31.7","33.1","18.8"
TX,Walker County,"26.9","31.6","23.1","18.3","7,871","16,510","11,948","8,801","17.4","36.6","26.5","19.5"
TX,Waller County,"26.1","31.4","25.7","16.8","5,480","7,734","7,381","4,751","21.6","30.5","29.1","18.7"
TX,Ward County,"29.9","34.5","23.2","12.4","1,652","2,481","2,033","1,012","23.0","34.6","28.3","14.1"
TX,Washington County,"27.9","28.5","24.5","19.0","4,022","7,249","6,726","5,090","17.4","31.4","29.1","22.0"
TX,Webb County,"47.0","17.9","21.1","13.9","49,688","37,034","32,775","25,267","34.3","25.6","22.6","17.5"
TX,Wharton County,"30.2","29.3","26.1","14.3","5,908","9,073","7,983","3,903","22.0","33.8","29.7","14.5"
TX,Wheeler County,"28.0","30.6","28.4","13.0","747","1,188","1,325","536","19.7","31.3","34.9","14.1"
TX,Wichita County,"20.1","29.8","30.1","20.0","11,761","26,855","26,862","18,656","14.0","31.9","31.9","22.2"
TX,Wilbarger County,"27.8","29.5","25.6","17.1","1,914","2,746","2,691","1,353","22.0","31.5","30.9","15.5"
TX,Willacy County,"51.3","24.4","16.9","7.5","5,041","4,758","2,688","1,182","36.9","34.8","19.7","8.6"
TX,Williamson County,"11.2","22.2","33.0","33.6","22,731","65,611","105,060","125,760","7.1","20.6","32.9","39.4"
TX,Wilson County,"26.2","34.0","26.9","12.8","4,687","10,903","9,483","5,995","15.1","35.1","30.5","19.3"
TX,Winkler County,"39.7","27.3","22.5","10.5","1,474","1,327","1,339","476","31.9","28.7","29.0","10.3"
TX,Wise County,"23.9","34.8","28.3","13.0","6,353","14,685","13,295","6,986","15.4","35.5","32.2","16.9"
TX,Wood County,"23.7","32.8","28.9","14.5","4,641","10,557","10,665","5,349","14.9","33.8","34.2","17.1"
TX,Yoakum County,"40.6","26.5","22.6","10.2","1,392","1,424","1,188","868","28.6","29.2","24.4","17.8"
TX,Young County,"27.9","32.1","25.6","14.4","2,288","4,277","3,585","2,318","18.4","34.3","28.8","18.6"
TX,Zapata County,"46.9","27.7","16.7","8.7","3,959","1,802","1,546","663","49.7","22.6","19.4","8.3"
TX,Zavala County,"56.6","20.3","15.5","7.6","2,827","1,924","1,539","632","40.8","27.8","22.2","9.1"
UT,Utah,"12.3","24.6","37.0","26.1","144,663","393,484","628,235","540,721","8.5","23.1","36.8","31.7"
UT,Beaver County,"16.8","38.4","32.7","12.1","324","1,392","1,226","799","8.7","37.2","32.8","21.4"
UT,Box Elder County,"12.2","31.4","36.9","19.5","2,118","9,661","11,897","6,439","7.0","32.1","39.5","21.4"
UT,Cache County,"9.6","22.7","35.9","31.9","4,149","12,858","20,796","21,564","7.0","21.7","35.0","36.3"
UT,Carbon County,"18.9","31.4","37.4","12.3","1,587","3,583","5,956","2,038","12.1","27.2","45.2","15.5"
UT,Daggett County,"16.3","35.3","36.6","11.9","26","212","215","77","4.9","40.0","40.6","14.5"
UT,Davis County,"7.8","23.3","40.1","28.8","8,444","40,075","73,466","66,870","4.5","21.2","38.9","35.4"
UT,Duchesne County,"19.0","37.7","30.6","12.7","1,452","4,118","4,261","1,616","12.7","36.0","37.2","14.1"
UT,Emery County,"15.8","35.3","37.3","11.6","512","2,092","2,930","860","8.0","32.7","45.8","13.5"
UT,Garfield County,"14.2","32.6","33.0","20.3","305","1,136","1,193","662","9.3","34.5","36.2","20.1"
UT,Grand County,"17.5","26.8","32.8","22.9","569","1,834","2,486","1,822","8.5","27.3","37.0","27.1"
UT,Iron County,"11.4","24.1","40.8","23.8","2,073","6,350","10,340","7,394","7.9","24.3","39.5","28.3"
UT,Juab County,"17.1","35.4","35.4","12.2","460","2,131","2,254","985","7.9","36.6","38.7","16.9"
UT,Kane County,"13.6","26.2","39.1","21.1","252","1,497","1,983","1,266","5.0","30.0","39.7","25.3"
UT,Millard County,"13.3","30.6","39.3","16.8","789","2,375","2,958","1,512","10.3","31.1","38.7","19.8"
UT,Morgan County,"7.4","29.6","39.7","23.3","127","1,285","2,275","2,263","2.1","21.6","38.2","38.0"
UT,Piute County,"14.3","36.7","34.5","14.4","228","498","338","278","17.0","37.1","25.2","20.7"
UT,Rich County,"8.5","34.0","35.5","22.0","54","504","542","282","3.9","36.5","39.2","20.4"
UT,Salt Lake County,"13.2","24.0","35.4","27.4","69,211","153,270","231,789","221,734","10.2","22.7","34.3","32.8"
UT,San Juan County,"30.4","23.6","32.1","13.9","1,395","2,798","3,076","1,540","15.8","31.8","34.9","17.5"
UT,Sanpete County,"15.4","29.0","38.4","17.3","1,758","4,423","6,919","3,167","10.8","27.2","42.5","19.5"
UT,Sevier County,"14.2","34.3","36.3","15.2","1,356","3,983","5,386","2,120","10.6","31.0","41.9","16.5"
UT,Summit County,"7.5","17.2","29.8","45.5","1,502","3,992","6,806","13,388","5.8","15.5","26.5","52.1"
UT,Tooele County,"14.4","33.0","36.7","15.9","2,952","11,307","13,713","7,334","8.4","32.0","38.8","20.8"
UT,Uintah County,"20.2","36.0","30.6","13.2","2,727","7,183","7,684","3,082","13.2","34.7","37.2","14.9"
UT,Utah County,"9.1","19.2","40.3","31.5","17,457","45,414","106,486","104,407","6.4","16.6","38.9","38.1"
