State,Area Name,Unemployment_rate_2007,Unemployment_rate_2008,Unemployment_rate_2009,Unemployment_rate_2010,Unemployment_rate_2011,Unemployment_rate_2012,Unemployment_rate_2013,Unemployment_rate_2014,Unemployment_rate_2015,Unemployment_rate_2016,Unemployment_rate_2017
TX,Crosby County,"4.7","4.9","6.9","8.0","8.4","7.2","5.9","4.7","4.0","4.4","4.1"
TX,Culberson County,"2.7","2.9","4.0","7.1","6.9","6.1","5.0","4.2","4.0","4.1","3.6"
TX,Dallam County,"2.8","3.0","4.2","5.3","4.4","3.7","3.5","2.9","2.0","2.2","2.1"
TX,Dallas County,"4.6","5.3","8.2","8.6","8.1","7.1","6.6","5.4","4.0","4.0","3.8"
TX,Dawson County,"5.2","5.3","8.0","7.7","7.5","6.4","6.4","4.9","5.0","5.0","4.9"
TX,Deaf Smith County,"3.5","3.8","5.2","5.8","5.4","4.7","4.5","3.6","3.0","3.1","3.1"
TX,Delta County,"4.7","5.3","8.7","7.9","8.1","6.7","6.3","6.0","5.0","3.8","3.3"
TX,Denton County,"3.8","4.4","7.1","7.1","6.6","5.7","5.4","4.4","4.0","3.4","3.3"
TX,DeWitt County,"3.9","4.1","7.5","7.8","6.4","4.8","4.7","3.8","4.0","5.5","4.4"
TX,Dickens County,"3.8","5.0","7.2","11.3","15.3","10.7","9.2","6.3","5.0","4.9","4.7"
TX,Dimmit County,"6.2","6.5","10.0","10.5","7.7","5.8","5.0","3.8","5.0","7.1","5.1"
TX,Donley County,"4.3","4.3","5.8","6.9","6.4","5.9","5.1","4.8","4.0","4.1","3.6"
TX,Duval County,"4.9","5.3","10.9","11.6","9.4","7.0","6.4","5.6","8.0","10.9","7.7"
TX,Eastland County,"4.3","4.4","7.5","8.6","7.7","6.7","6.0","4.8","5.0","5.4","4.3"
TX,Ector County,"3.3","3.4","8.1","8.3","6.1","4.6","4.3","3.4","5.0","6.4","4.1"
TX,Edwards County,"3.9","3.7","7.1","7.1","6.6","6.4","5.9","4.3","5.0","4.6","3.2"
TX,Ellis County,"4.3","5.0","8.0","8.0","7.8","6.8","6.2","4.9","4.0","3.7","3.4"
TX,El Paso County,"5.8","6.1","8.8","9.2","9.5","8.5","7.9","6.4","5.0","4.9","4.6"
TX,Erath County,"3.6","3.7","6.3","6.4","6.0","5.6","5.4","4.2","4.0","4.1","3.4"
TX,Falls County,"5.2","5.8","8.7","8.5","8.3","7.3","7.1","5.5","4.0","4.4","4.2"
TX,Fannin County,"5.1","5.8","8.6","8.1","8.3","7.1","7.0","5.3","4.0","3.8","3.3"
TX,Fayette County,"3.2","3.4","5.5","6.1","5.8","4.8","4.4","3.4","3.0","3.6","3.2"
TX,Fisher County,"3.9","3.8","6.0","7.0","6.6","5.4","5.4","4.5","4.0","4.3","3.5"
TX,Floyd County,"5.1","4.7","6.5","7.9","7.7","6.4","8.8","7.1","6.0","5.0","5.5"
TX,Foard County,"3.6","4.1","5.7","6.6","7.3","5.8","5.2","4.3","4.0","3.7","3.4"
TX,Fort Bend County,"4.0","4.4","7.1","7.6","7.1","6.0","5.5","4.5","4.0","5.0","4.6"
TX,Franklin County,"3.8","4.2","6.8","8.6","8.2","7.4","6.5","5.2","5.0","4.9","4.6"
TX,Freestone County,"3.6","4.0","6.3","8.2","7.8","6.7","6.9","5.6","5.0","6.7","6.3"
TX,Frio County,"4.8","5.3","7.5","7.3","6.5","5.0","4.7","3.6","4.0","4.9","3.8"
TX,Gaines County,"3.7","3.8","6.3","5.9","5.1","4.2","4.2","3.3","3.0","3.7","3.0"
TX,Galveston County,"4.6","5.6","8.2","9.1","8.8","7.6","6.9","5.6","5.0","5.3","5.2"
TX,Garza County,"3.4","3.8","5.2","5.9","6.0","5.0","4.5","3.7","4.0","3.9","3.3"
TX,Gillespie County,"2.8","3.0","4.4","5.5","5.3","4.7","4.4","3.5","3.0","2.8","2.6"
TX,Glasscock County,"3.5","3.8","4.6","4.8","4.3","4.1","3.6","2.7","3.0","3.9","2.6"
TX,Goliad County,"3.8","3.7","6.9","7.4","6.5","5.5","5.2","4.1","4.0","5.8","4.9"
TX,Gonzales County,"3.8","3.9","5.5","6.8","6.2","5.1","5.1","3.9","4.0","4.2","3.5"
TX,Gray County,"3.4","3.4","8.1","8.6","6.8","5.6","5.2","4.0","6.0","6.9","5.3"
TX,Grayson County,"4.6","5.1","8.0","8.2","7.9","6.8","6.3","4.8","4.0","3.8","3.5"
TX,Gregg County,"3.8","3.9","7.1","7.9","7.1","6.2","5.9","4.8","5.0","6.1","5.1"
TX,Grimes County,"4.6","5.1","8.6","8.9","7.8","6.4","6.0","4.8","5.0","6.6","5.3"
TX,Guadalupe County,"3.7","4.2","6.4","6.7","6.5","5.7","5.5","4.3","4.0","3.6","3.3"
TX,Hale County,"4.6","4.4","6.0","7.4","7.5","6.9","13.3","9.4","6.0","5.6","5.1"
TX,Hall County,"5.3","5.5","8.2","9.1","8.7","7.7","7.1","6.3","5.0","6.7","6.2"
TX,Hamilton County,"3.5","3.5","5.6","6.8","6.3","5.8","6.0","4.6","5.0","4.9","3.9"
TX,Hansford County,"3.0","3.2","5.2","4.3","4.1","3.4","3.3","2.5","3.0","3.1","2.5"
TX,Hardeman County,"3.6","3.5","7.3","8.3","6.9","5.9","5.8","4.9","5.0","3.9","3.9"
TX,Hardin County,"4.6","5.2","8.5","9.9","9.5","8.4","8.0","6.3","6.0","6.1","6.1"
TX,Harris County,"4.2","4.7","7.6","8.3","7.8","6.6","6.1","5.0","5.0","5.3","5.0"
TX,Harrison County,"4.4","4.6","8.2","9.4","8.5","7.4","6.8","5.5","5.0","6.0","5.2"
TX,Hartley County,"3.2","3.3","4.1","4.2","3.9","3.3","3.1","2.5","2.0","2.0","2.0"
TX,Haskell County,"3.5","3.2","5.1","5.4","5.4","5.3","4.9","3.9","4.0","4.2","4.7"
TX,Hays County,"3.7","4.3","6.6","7.0","6.7","5.8","5.3","4.3","3.0","3.3","3.1"
TX,Hemphill County,"2.0","1.9","3.4","3.9","3.5","2.9","3.0","2.4","3.0","3.7","2.5"
TX,Henderson County,"4.4","5.2","8.1","8.8","8.5","7.6","7.1","5.6","5.0","4.7","4.2"
TX,Hidalgo County,"6.5","7.1","10.5","11.8","11.6","10.6","10.3","8.8","8.0","7.8","7.4"
TX,Hill County,"4.6","4.9","7.8","8.4","8.2","6.9","6.4","5.3","5.0","4.4","3.9"
TX,Hockley County,"3.6","3.7","6.7","7.1","6.3","5.3","5.0","3.9","4.0","4.6","3.7"
TX,Hood County,"4.1","4.2","7.2","8.5","7.9","6.5","6.1","4.9","5.0","4.7","4.2"
TX,Hopkins County,"3.8","4.1","6.1","7.4","7.3","6.5","5.8","4.7","4.0","4.0","3.6"
TX,Houston County,"5.8","6.4","9.1","7.7","7.8","7.1","6.2","5.0","5.0","4.6","4.2"
TX,Howard County,"4.0","4.5","7.3","7.2","6.5","5.6","5.4","4.4","5.0","5.5","4.3"
TX,Hudspeth County,"5.0","3.9","5.4","7.9","8.0","7.5","7.0","6.3","6.0","6.0","6.0"
TX,Hunt County,"4.6","5.3","8.2","8.9","8.8","8.3","7.4","5.9","5.0","4.3","3.9"
TX,Hutchinson County,"3.9","4.1","6.8","8.4","7.9","6.5","6.2","4.4","4.0","5.6","6.0"
TX,Irion County,"2.9","3.5","5.2","5.3","5.4","4.6","4.2","3.7","4.0","3.2","3.0"
TX,Jack County,"3.0","3.1","6.2","7.8","6.9","5.8","5.3","3.7","4.0","4.9","3.7"
TX,Jackson County,"3.7","4.0","7.4","7.0","6.2","5.1","5.0","3.9","4.0","4.7","4.0"
TX,Jasper County,"5.6","6.3","10.1","12.4","12.3","10.6","10.5","8.1","8.0","7.7","7.4"
TX,Jeff Davis County,"3.3","3.6","4.8","4.9","5.0","4.9","4.1","3.6","3.0","2.9","3.1"
TX,Jefferson County,"5.4","6.6","9.5","11.3","11.4","11.1","10.9","8.3","7.0","7.0","7.3"
TX,Jim Hogg County,"3.7","3.8","7.7","10.3","8.6","6.6","7.1","6.1","7.0","9.5","7.2"
TX,Jim Wells County,"3.9","4.2","9.0","10.0","7.9","6.2","6.1","5.2","8.0","10.5","7.5"
TX,Johnson County,"4.1","4.6","8.2","8.7","7.8","6.6","6.1","5.0","4.0","4.4","3.8"
TX,Jones County,"4.7","4.9","7.7","8.8","8.3","7.2","6.7","5.5","6.0","5.8","5.3"
TX,Karnes County,"5.5","5.8","9.0","9.1","7.8","6.1","5.4","3.6","4.0","4.9","3.5"
TX,Kaufman County,"4.6","5.2","8.2","8.5","8.0","7.0","6.4","5.1","4.0","3.8","3.5"
TX,Kendall County,"3.4","3.8","5.7","6.2","6.1","5.4","5.1","4.0","3.0","3.2","3.1"
TX,Kenedy County,"3.0","3.4","6.0","6.8","6.3","5.1","4.0","3.0","3.0","4.6","3.3"
TX,Kent County,"3.3","4.1","5.2","4.8","4.7","4.0","3.9","3.5","3.0","3.0","2.6"
TX,Kerr County,"3.4","3.9","5.8","6.7","6.7","5.8","5.5","4.4","4.0","3.6","3.4"
TX,Kimble County,"3.3","3.7","5.2","6.0","6.2","4.9","4.9","3.9","4.0","3.8","3.5"
TX,King County,"4.6","4.5","5.1","4.3","3.8","4.5","4.6","4.0","4.0","4.0","3.7"
TX,Kinney County,"4.7","5.2","7.7","11.2","10.1","8.8","9.5","7.2","6.0","5.8","5.5"
TX,Kleberg County,"4.1","4.2","6.7","8.4","8.0","6.9","6.5","5.4","6.0","6.7","5.9"
TX,Knox County,"3.7","3.8","5.8","5.9","5.8","5.2","5.4","4.3","4.0","4.2","4.0"
TX,Lamar County,"4.6","5.3","7.7","9.3","9.8","9.2","8.1","6.1","5.0","4.6","4.2"
TX,Lamb County,"4.0","4.4","7.1","7.6","7.6","8.0","6.8","5.8","9.0","6.5","5.2"
TX,Lampasas County,"3.7","4.0","5.8","7.1","7.6","7.1","7.2","5.6","4.0","4.2","3.7"
TX,La Salle County,"4.8","5.3","9.2","8.9","6.7","4.4","3.8","3.1","4.0","5.2","3.7"
TX,Lavaca County,"3.1","3.4","5.7","6.9","5.9","4.8","4.7","3.9","4.0","4.2","3.6"
TX,Lee County,"3.4","3.9","6.7","7.2","6.5","5.4","5.1","4.0","4.0","3.8","3.3"
TX,Leon County,"4.1","4.3","7.0","8.9","8.7","7.4","6.9","5.3","5.0","6.5","6.3"
TX,Liberty County,"5.2","5.9","10.1","11.7","11.1","9.6","8.9","7.2","7.0","7.5","7.1"
TX,Limestone County,"4.2","4.3","6.3","7.9","8.3","6.9","6.7","5.8","5.0","5.6","5.5"
TX,Lipscomb County,"2.6","2.8","6.8","5.9","4.6","3.9","4.0","3.4","4.0","4.4","3.2"
TX,Live Oak County,"3.8","4.2","7.0","7.3","5.9","4.6","4.4","3.6","4.0","5.9","4.7"
TX,Llano County,"4.0","4.2","6.9","8.1","7.7","6.8","6.4","5.2","4.0","4.2","3.7"
TX,Loving County,"7.3","7.0","9.3","5.6","6.1","6.0","5.3","5.1","5.0","4.7","5.0"
TX,Lubbock County,"3.6","3.7","5.4","6.3","6.0","5.3","4.9","3.9","3.0","3.4","3.2"
TX,Lynn County,"4.9","4.6","6.0","6.6","6.6","6.0","5.3","4.4","4.0","4.0","3.8"
TX,McCulloch County,"3.8","3.9","7.9","7.0","5.9","5.4","5.3","4.2","5.0","4.5","3.6"
TX,McLennan County,"4.2","4.5","6.7","7.4","7.4","6.6","6.2","5.0","4.0","4.0","3.8"
TX,McMullen County,"5.1","5.4","6.9","4.3","3.0","2.4","2.6","2.0","2.0","2.1","1.9"
TX,Madison County,"4.6","5.2","7.4","8.4","8.3","7.1","6.5","4.9","4.0","5.1","4.6"
TX,Marion County,"4.5","5.0","10.3","11.8","10.4","9.1","8.1","6.4","7.0","7.0","5.7"
TX,Martin County,"3.6","3.5","4.8","6.0","5.6","4.5","4.2","3.4","4.0","4.4","3.2"
TX,Mason County,"2.7","3.0","5.0","6.3","6.0","5.2","5.5","4.6","4.0","3.6","3.3"
TX,Matagorda County,"5.9","6.7","10.0","11.5","11.6","10.1","9.7","7.8","7.0","7.3","7.2"
TX,Maverick County,"11.3","10.6","14.3","15.2","14.0","12.5","12.5","10.9","11.0","11.2","9.3"
TX,Medina County,"4.1","5.0","6.7","7.5","7.5","6.6","6.1","4.9","4.0","4.4","3.8"
TX,Menard County,"3.5","4.3","6.6","7.4","7.2","6.3","5.9","4.7","5.0","4.5","4.8"
TX,Midland County,"2.8","2.8","5.6","5.9","4.8","3.9","3.7","2.9","4.0","4.4","3.0"
TX,Milam County,"4.1","5.4","10.9","11.2","10.2","8.6","7.8","6.2","5.0","5.2","5.0"
TX,Mills County,"3.6","3.9","5.3","6.3","6.3","5.4","5.3","4.3","4.0","4.1","3.5"
TX,Mitchell County,"5.1","5.4","8.3","8.2","7.5","6.0","5.5","4.3","6.0","7.0","5.5"
TX,Montague County,"3.5","3.5","7.1","8.0","6.5","5.4","4.9","4.0","4.0","4.9","4.0"
TX,Montgomery County,"3.8","4.2","6.9","7.5","7.1","5.9","5.4","4.4","4.0","4.9","4.3"
TX,Moore County,"2.9","3.1","4.6","5.4","4.8","4.3","4.3","3.5","3.0","3.0","2.9"
TX,Morris County,"5.2","6.0","14.9","13.8","12.0","9.7","9.6","7.8","9.0","10.9","8.6"
TX,Motley County,"4.0","4.3","5.4","6.3","6.9","5.9","6.0","4.2","4.0","3.6","3.7"
TX,Nacogdoches County,"4.1","4.3","6.5","7.1","7.0","6.6","6.5","5.3","5.0","4.7","4.3"
TX,Navarro County,"4.9","5.4","7.8","8.3","8.1","7.3","6.5","5.2","4.0","4.2","3.9"
TX,Newton County,"6.4","7.3","11.5","12.7","12.7","11.1","10.8","8.3","8.0","7.9","7.9"
TX,Nolan County,"3.6","3.8","6.3","7.5","7.0","5.9","5.7","4.3","4.0","4.8","4.1"
TX,Nueces County,"4.2","4.5","6.7","8.1","7.9","6.6","6.1","5.1","5.0","5.6","5.4"
TX,Ochiltree County,"2.6","2.7","5.9","5.9","4.8","3.9","3.8","3.0","4.0","5.2","3.7"
TX,Oldham County,"3.9","4.4","5.6","4.6","4.3","4.3","4.5","3.6","3.0","3.0","2.5"
TX,Orange County,"5.2","6.4","9.8","11.7","11.5","10.5","10.4","8.0","7.0","6.7","6.9"
TX,Palo Pinto County,"3.6","4.1","7.8","8.6","7.9","6.7","6.5","5.1","5.0","5.5","4.1"
TX,Panola County,"3.8","3.8","7.3","9.0","8.2","6.9","6.2","4.9","5.0","7.2","5.5"
TX,Parker County,"4.0","4.4","7.6","7.6","6.9","5.9","5.5","4.6","4.0","4.1","3.5"
TX,Parmer County,"3.1","3.3","4.4","4.4","4.4","4.1","3.9","3.0","2.0","2.5","2.5"
TX,Pecos County,"4.2","4.4","8.6","7.3","6.0","5.1","5.4","4.2","5.0","5.9","4.5"
TX,Polk County,"5.8","6.1","9.1","9.7","9.3","8.0","7.7","6.4","6.0","6.3","6.0"
TX,Potter County,"3.8","4.0","6.0","6.3","5.9","5.3","5.0","4.0","3.0","3.3","3.2"
TX,Presidio County,"8.9","10.3","16.2","18.5","15.2","13.3","12.9","11.6","11.0","10.7","9.4"
TX,Rains County,"4.2","5.0","8.0","8.8","8.2","7.0","6.1","4.9","5.0","4.0","3.5"
TX,Randall County,"2.9","3.1","4.6","5.2","5.0","4.4","4.3","3.4","3.0","2.9","2.8"
TX,Reagan County,"2.0","2.0","6.0","5.5","4.4","3.4","4.0","3.2","5.0","6.2","3.8"
TX,Real County,"3.9","3.7","5.5","9.1","9.9","9.4","8.0","6.2","5.0","5.7","5.7"
TX,Red River County,"4.9","6.4","9.2","11.5","12.1","10.7","10.1","7.8","6.0","5.8","5.2"
TX,Reeves County,"5.2","5.7","11.4","8.9","8.0","6.8","5.8","4.0","5.0","5.3","3.5"
TX,Refugio County,"3.7","3.8","6.4","8.7","7.6","6.0","5.4","4.3","5.0","6.6","5.8"
TX,Roberts County,"2.3","2.5","4.8","5.4","5.0","5.1","4.4","3.6","4.0","4.5","3.7"
TX,Robertson County,"5.0","4.9","7.8","9.2","9.2","8.0","7.0","5.4","5.0","5.1","4.7"
TX,Rockwall County,"3.9","4.5","7.2","7.4","7.1","6.2","5.8","4.5","4.0","3.5","3.3"
TX,Runnels County,"4.3","4.7","7.5","8.3","7.3","5.5","5.3","4.2","4.0","3.9","3.8"
TX,Rusk County,"4.1","4.3","7.8","7.8","7.0","6.3","6.2","4.9","5.0","5.8","5.1"
TX,Sabine County,"8.0","8.9","15.0","16.3","15.7","14.6","12.9","10.6","9.0","9.4","8.6"
TX,San Augustine County,"5.4","6.1","10.1","13.0","14.1","12.1","11.6","9.6","9.0","8.9","7.5"
TX,San Jacinto County,"5.1","5.7","9.3","10.0","9.7","8.2","7.6","5.8","6.0","6.3","5.6"
TX,San Patricio County,"4.8","5.3","8.6","10.5","9.7","7.6","7.2","6.2","7.0","7.5","7.6"
TX,San Saba County,"4.6","5.4","7.1","6.2","6.1","6.2","5.7","4.2","4.0","3.4","3.2"
TX,Schleicher County,"3.5","3.3","9.3","7.6","5.7","4.0","3.5","3.0","5.0","5.2","3.7"
TX,Scurry County,"3.8","4.0","6.7","6.8","5.7","4.5","4.2","3.3","4.0","5.9","4.4"
TX,Shackelford County,"2.6","2.6","4.0","5.6","4.7","3.5","3.3","2.7","3.0","3.8","3.0"
TX,Shelby County,"4.2","4.7","7.3","8.5","8.6","7.3","7.4","5.8","5.0","6.0","5.1"
TX,Sherman County,"3.4","3.7","4.4","4.6","4.6","4.2","4.1","3.1","3.0","2.9","3.1"
TX,Smith County,"4.1","4.8","7.6","7.9","7.8","7.0","6.5","5.2","5.0","4.5","4.1"
TX,Somervell County,"4.4","4.5","7.1","8.0","7.8","6.6","6.0","5.1","5.0","4.8","4.5"
TX,Starr County,"10.5","11.3","16.4","17.3","16.2","14.5","15.0","13.6","14.0","13.3","11.7"
TX,Stephens County,"3.5","3.6","6.8","7.5","7.8","5.9","5.2","4.4","4.0","5.3","4.7"
TX,Sterling County,"2.8","2.8","4.2","4.7","4.8","3.5","3.9","3.0","3.0","3.9","3.8"
TX,Stonewall County,"3.2","3.3","4.2","5.8","5.5","4.4","4.7","3.9","4.0","4.4","3.4"
TX,Sutton County,"2.1","2.0","7.1","9.6","6.8","4.7","4.6","3.6","6.0","7.9","5.1"
TX,Swisher County,"4.2","4.4","5.7","6.6","6.7","5.9","8.4","6.1","5.0","4.2","4.1"
TX,Tarrant County,"4.2","4.8","7.7","8.1","7.6","6.5","6.0","5.0","4.0","4.0","3.7"
TX,Taylor County,"3.4","3.7","5.6","6.8","6.6","5.7","5.3","4.2","4.0","3.7","3.5"
TX,Terrell County,"5.0","6.7","9.2","6.8","6.2","4.7","5.0","4.6","5.0","4.0","4.9"
TX,Terry County,"4.6","4.1","6.9","7.4","7.1","6.5","5.9","4.3","5.0","4.8","5.0"
TX,Throckmorton County,"3.7","3.4","4.8","6.0","7.0","5.3","5.0","4.0","3.0","3.5","4.3"
TX,Titus County,"3.7","4.3","7.2","8.5","8.2","7.5","7.4","6.3","6.0","6.2","5.3"
TX,Tom Green County,"3.7","4.1","6.3","6.6","6.3","5.3","5.2","4.0","4.0","4.5","3.7"
TX,Travis County,"3.6","4.2","6.7","6.8","6.4","5.5","5.0","4.1","3.0","3.2","3.0"
TX,Trinity County,"4.7","5.4","8.5","9.5","9.5","8.2","7.5","6.0","6.0","6.1","5.5"
TX,Tyler County,"5.4","5.9","9.7","11.8","12.0","10.7","10.3","8.0","7.0","7.3","7.3"
TX,Upshur County,"4.0","4.2","7.6","8.8","8.0","6.7","6.4","5.1","5.0","6.4","5.2"
TX,Upton County,"3.0","3.1","5.4","6.1","5.3","4.0","4.1","3.2","4.0","5.3","3.8"
TX,Uvalde County,"5.2","5.7","7.9","8.9","8.9","7.9","7.0","5.7","5.0","5.3","4.7"
TX,Val Verde County,"5.4","5.8","9.2","9.3","9.0","7.6","7.4","5.7","6.0","6.2","5.1"
TX,Van Zandt County,"3.9","4.3","6.9","8.4","8.0","6.9","6.5","5.3","5.0","4.3","3.7"
TX,Victoria County,"3.4","3.8","6.9","7.7","6.7","5.6","5.3","4.2","4.0","5.4","4.8"
TX,Walker County,"4.7","5.2","7.0","7.7","7.9","6.9","6.6","5.4","5.0","5.2","4.6"
TX,Waller County,"4.5","5.0","8.2","8.6","8.2","7.0","6.5","5.1","5.0","5.6","4.9"
TX,Ward County,"3.7","3.9","8.8","8.5","6.5","4.8","4.7","3.6","4.0","5.7","4.1"
TX,Washington County,"3.6","3.9","6.0","7.2","6.6","5.6","5.5","4.6","5.0","5.1","4.2"
TX,Webb County,"4.7","5.3","8.5","8.2","7.4","6.5","6.1","5.1","5.0","4.9","4.2"
TX,Wharton County,"4.1","4.3","7.0","8.7","8.3","6.8","6.0","4.7","4.0","5.0","4.5"
TX,Wheeler County,"2.5","2.4","5.7","6.1","4.9","4.4","4.3","3.6","4.0","4.7","4.1"
TX,Wichita County,"4.2","4.8","7.5","7.8","6.9","6.1","5.9","4.9","4.0","4.3","3.7"
TX,Wilbarger County,"3.4","3.5","4.7","7.9","7.3","6.0","5.8","4.9","5.0","4.7","4.7"
TX,Willacy County,"8.1","8.8","11.9","14.5","16.5","15.8","15.8","12.4","13.0","12.2","11.0"
TX,Williamson County,"3.7","4.5","7.3","7.2","6.8","5.8","5.3","4.4","3.0","3.4","3.2"
TX,Wilson County,"4.0","4.6","6.5","6.8","6.5","5.5","5.3","4.2","4.0","3.9","3.5"
TX,Winkler County,"3.1","3.7","9.3","9.2","7.1","5.6","5.3","4.4","6.0","7.7","5.2"
TX,Wise County,"4.1","4.3","8.7","8.7","7.6","6.5","6.0","4.9","5.0","4.7","4.0"
TX,Wood County,"4.5","5.0","8.0","9.1","8.6","7.9","7.3","6.0","5.0","5.3","4.7"
TX,Yoakum County,"3.2","3.0","7.6","7.0","5.2","4.0","3.9","3.0","4.0","4.8","3.5"
TX,Young County,"3.2","3.4","6.4","7.7","7.2","5.7","5.2","4.1","4.0","4.4","3.8"
TX,Zapata County,"5.3","5.5","10.9","10.4","8.1","6.3","6.2","5.2","8.0","10.8","7.3"
TX,Zavala County,"10.5","10.6","14.5","13.9","14.1","13.5","14.5","12.1","11.0","13.9","11.1"
UT,Utah,"2.6","3.6","7.3","7.8","6.7","5.4","4.6","3.8","4.0","3.4","3.2"
UT,Beaver County,"2.5","3.5","6.1","9.9","8.0","6.1","4.7","4.0","4.0","4.9","4.1"
UT,Box Elder County,"2.7","4.0","8.1","8.5","7.5","5.8","4.7","3.9","4.0","3.5","3.3"
UT,Cache County,"2.0","2.8","5.5","6.1","5.3","4.5","4.0","3.2","3.0","3.0","2.8"
UT,Carbon County,"3.7","4.3","7.9","8.6","7.6","7.0","6.3","5.1","6.0","5.9","5.1"
UT,Daggett County,"3.5","4.0","5.8","7.3","6.2","5.0","4.9","4.2","5.0","5.2","5.0"
UT,Davis County,"2.5","3.4","6.6","7.0","6.0","4.9","4.3","3.6","3.0","3.1","3.1"
UT,Duchesne County,"2.2","2.7","8.5","9.6","6.7","4.7","4.3","3.6","8.0","8.9","5.8"
UT,Emery County,"3.4","3.8","7.1","7.3","7.3","7.2","6.1","5.4","6.0","6.3","5.2"
UT,Garfield County,"4.6","6.1","10.4","10.2","10.7","9.5","9.2","8.8","9.0","8.4","7.5"
UT,Grand County,"4.6","5.9","9.8","10.5","9.8","8.4","7.7","6.4","6.0","5.9","5.3"
UT,Iron County,"2.9","4.4","8.8","9.6","8.3","6.8","5.5","4.5","4.0","4.3","4.2"
UT,Juab County,"3.1","5.5","10.0","9.1","8.2","6.1","5.0","4.1","4.0","3.6","3.4"
UT,Kane County,"3.2","4.2","7.6","7.9","7.4","6.6","5.4","4.8","4.0","3.8","3.4"
UT,Millard County,"2.5","3.3","5.6","6.2","5.3","4.7","4.1","3.5","4.0","3.3","3.3"
UT,Morgan County,"2.6","3.3","6.3","6.9","5.7","4.9","4.0","3.4","3.0","3.0","2.9"
UT,Piute County,"2.3","2.9","6.6","10.1","10.0","8.3","7.6","7.2","6.0","5.9","4.9"
UT,Rich County,"2.0","2.7","5.1","7.2","7.2","5.3","4.6","3.9","4.0","3.2","3.2"
UT,Salt Lake County,"2.5","3.4","7.1","7.7","6.6","5.3","4.4","3.7","3.0","3.2","3.1"
UT,San Juan County,"5.2","6.4","11.8","10.9","10.0","8.8","8.0","7.8","8.0","8.1","7.2"
UT,Sanpete County,"3.1","4.2","8.4","9.0","7.9","6.4","5.6","4.6","4.0","4.0","3.9"
UT,Sevier County,"2.7","4.0","7.9","8.3","7.4","6.1","5.4","4.5","5.0","4.4","3.9"
UT,Summit County,"2.5","3.3","7.0","7.4","6.1","4.9","4.2","3.4","3.0","3.1","3.1"
UT,Tooele County,"2.8","3.8","7.9","8.3","7.1","6.0","5.4","4.8","4.0","3.8","3.6"
UT,Uintah County,"2.1","2.3","8.3","8.5","6.0","4.4","4.4","3.6","7.0","9.3","6.1"
UT,Utah County,"2.4","3.5","7.0","7.4","6.3","5.0","4.2","3.5","3.0","3.1","2.9"
UT,Wasatch County,"2.5","3.7","8.4","8.4","7.0","5.8","4.7","3.8","4.0","3.4","3.3"
UT,Washington County,"2.7","4.7","9.8","10.5","8.9","6.9","5.5","4.4","4.0","3.7","3.5"
UT,Wayne County,"4.1","5.5","8.1","8.6","10.1","10.8","10.9","9.5","9.0","7.8","7.4"
UT,Weber County,"3.1","4.2","8.4","8.8","7.8","6.3","5.4","4.4","4.0","3.8","3.7"
VT,Vermont,"4.0","4.7","6.6","6.1","5.5","5.0","4.4","4.0","4.0","3.2","3.0"
VT,Addison County,"3.9","4.4","6.1","5.8","4.9","4.5","4.1","3.7","4.0","3.0","2.8"
VT,Bennington County,"4.0","4.8","7.6","6.9","6.4","5.9","5.2","4.6","4.0","3.8","3.6"
VT,Caledonia County,"4.5","5.2","7.8","6.8","6.3","6.2","5.3","4.8","5.0","4.2","3.7"
VT,Chittenden County,"3.4","4.0","5.6","4.8","4.2","3.8","3.4","3.0","3.0","2.5","2.3"
VT,Essex County,"5.3","6.2","8.9","10.0","8.4","8.0","6.8","5.9","6.0","5.0","4.7"
VT,Franklin County,"4.3","4.9","6.5","5.7","5.2","4.5","4.2","3.9","4.0","3.1","3.1"
VT,Grand Isle County,"5.5","6.1","7.8","6.9","6.4","5.4","4.5","4.5","4.0","3.7","3.5"
VT,Lamoille County,"4.7","5.4","7.6","7.6","6.9","6.4","5.7","5.1","5.0","4.2","4.0"
VT,Orange County,"3.7","4.4","6.2","5.9","5.3","4.7","4.1","3.8","3.0","3.1","3.1"
VT,Orleans County,"6.1","6.9","9.2","8.9","8.4","7.7","6.8","6.3","6.0","5.3","5.1"
VT,Rutland County,"4.4","5.5","7.9","7.4","6.8","6.2","5.3","4.7","4.0","3.8","3.5"
VT,Washington County,"4.1","4.7","6.3","5.9","5.3","4.7","4.3","3.9","4.0","3.2","3.0"
VT,Windham County,"4.1","4.6","6.3","6.1","5.6","5.2","4.7","4.1","4.0","3.3","3.1"
VT,Windsor County,"3.4","3.8","5.8","6.1","5.5","4.7","4.2","3.7","3.0","2.9","2.6"
VA,Virginia,"3.0","3.9","6.7","7.1","6.6","6.1","5.7","5.2","5.0","4.1","3.8"
VA,Accomack County,"4.1","5.0","6.5","7.9","8.4","7.9","7.2","6.7","5.0","4.9","4.8"
VA,Albemarle County,"2.2","3.0","5.1","6.0","5.6","5.2","4.8","4.5","4.0","3.6","3.3"
VA,Alleghany County,"4.4","5.4","9.1","8.6","7.9","7.1","6.6","5.9","5.0","5.1","4.9"
VA,Amelia County,"2.8","4.5","7.7","8.5","7.5","6.5","5.9","5.3","5.0","4.3","4.0"
VA,Amherst County,"3.5","4.1","7.7","8.1","7.3","6.7","6.1","5.4","5.0","4.4","4.2"
