Vermont,"3.103105041494428E-4","2.1099249069818588E-4"
Colorado,"0.0020975836203461673","0.004855324238610916"
Minnesota,"0.001848675858717663","0.0017495314218839713"
New York,"0.019036910676206522","0.01641038833471709"
Massachusetts,"0.005083240463058933","0.004665972003368954"
Guam,"4.0179646951621085E-4","4.3530206167712515E-4"
Delaware,"4.120989430935495E-6","9.155492693017928E-6"
Maine,"2.555013447180007E-5","1.3733239039526892E-5"
Iowa,"5.522125837453564E-5","6.159149629848424E-5"
Massachusetts,"3.502841016295171E-4","3.0046662383449745E-4"
New York,"0.0017130953064398856","0.0016995923708311462"
Nebraska,"7.129311715518407E-5","3.462440872995871E-4"
Wisconsin,"1.5165241105842623E-4","2.4178823884742802E-4"
District of Columbia,"2.1099465886389735E-4","2.8257179720723514E-4"
Rhode Island,"4.82155763419453E-5","1.1652445245659182E-5"
Pennsylvania,"5.600424636641339E-4","4.477868244403314E-4"
Alaska,"8.448028333417766E-5","8.19832754783878E-5"
Ohio,"5.513883858591693E-4","7.203708114370015E-4"
Minnesota,"3.7707053293059784E-4","4.119971711858068E-4"
Indiana,"2.884692601654847E-4","3.69965136549679E-4"
Kansas,"1.2816277130209391E-4","1.3899702543036308E-4"
New Jersey,"5.765264213878758E-4","6.641893790025733E-4"
Vermont,"7.582620552921312E-5","9.28034032064999E-5"
Utah,"1.722573582131037E-4","1.9767541041743256E-4"
Virginia,"4.211651198416076E-4","5.946908662873918E-4"
New Hampshire,"8.3243986504897E-5","6.949851271518154E-5"
Kentucky,"3.1072260309253634E-4","3.791206292426969E-4"
New Mexico,"1.7637834764403922E-4","3.5290262743996374E-4"
Illinois,"9.049692790334347E-4","0.001246395482526759"
Michigan,"9.016724874886864E-4","9.66320637872165E-4"
Connecticut,"3.7871892870297206E-4","2.8923033734761183E-4"
Idaho,"1.5536130154626817E-4","2.0225315676394148E-4"
Colorado,"8.913700139113477E-4","0.003956837478418839"
Maryland,"7.920541686258022E-4","0.0014615495608126803"
Missouri,"8.571658016345829E-4","9.754761305651829E-4"
North Carolina,"0.0013001721654601489","0.0019621885476172516"
Oklahoma,"4.722653887852078E-4","8.277397712005755E-4"
West Virginia,"2.5879813626274916E-4","3.649712314443965E-4"
Washington,"0.002082335959451706","0.0022793015218026905"
Arizona,"0.0012902817908259036","0.0012846820883339247"
Louisiana,"6.490558353723405E-4","0.0016500694785370948"
Alabama,"5.946587748839919E-4","6.429652823051226E-4"
South Dakota,"1.3970154170871328E-4","2.66341605615067E-5"
Tennessee,"0.0013216013105010135","0.001518147152005882"
Texas,"0.004982276222001014","0.006887843616460896"
Hawaii,"0.0010673362626122931","0.0010487200721093263"
Montana,"3.230855713853429E-4","2.8298795596600867E-4"
Wyoming,"1.862687222782844E-4","5.568204192389995E-4"
South Carolina,"0.0012911059887120908","8.901635850166067E-4"
Georgia,"0.0034867691575145225","0.00507547222200212"
Oregon,"0.003045411189461331","0.003863201757694792"
Mississippi,"5.439706048834854E-4","5.705536582785263E-4"
Nevada,"0.0019554094849788925","0.002478641567255217"
Arkansas,"8.851885297649444E-4","0.0010870066779164922"
Florida,"0.011617893403693349","0.014706218217539434"
Puerto Rico,"0.0011233817188730161","7.765522438714297E-4"
California,"0.03761309473403445","0.035376823765821276"
North Dakota,"5.748780256155016E-4","2.2056414214997734E-5"
US Virgin Islands,"1.4959191634295846E-4","1.5730801081639896E-4"
Guam,"4.7102909195592717E-4","4.6360085727372596E-4"
Puerto Rico,"3.379211333367106E-5","4.827441601773089E-5"
Guam,"1.3187166178993585E-5","1.290092152197981E-5"
Minnesota,"1.438225311396488E-4","1.2859305646102453E-4"
New Jersey,"2.2253342927051678E-4","2.46365985193937E-4"
Maine,"6.758422666734212E-5","4.827441601773089E-5"
Nebraska,"7.541410658611956E-5","1.0362353093461201E-4"
New York,"0.0019199689758728474","0.002064563602275543"
Massachusetts,"5.163599756962176E-4","4.914834941115533E-4"
US Virgin Islands,"1.3599265122087136E-5","1.3733239039526892E-5"
Rhode Island,"3.9973597480074305E-5","3.995124084226005E-5"
Colorado,"2.8228777601908145E-4","6.292320432655958E-4"
District of Columbia,"2.0563737260368122E-4","2.209803009087509E-4"
Washington,"5.431464069972983E-4","6.138341691909748E-4"
Iowa,"9.437065796842285E-5","9.030645065385866E-5"
Connecticut,"1.405257395949004E-4","1.3816470791281601E-4"
Maryland,"2.7734258870195885E-4","2.567699541632755E-4"
New Mexico,"1.0014004317173253E-4","1.4357477177687206E-4"
New Hampshire,"5.1512367886693694E-5","5.285216236423985E-5"
Mississippi,"8.65407780496454E-5","1.0154273714074429E-4"
Vermont,"5.274866471597434E-5","4.5361304706316095E-5"
Hawaii,"2.2995121024620062E-4","2.1099249069818588E-4"
Wisconsin,"2.2747861658763935E-4","2.2430957097893924E-4"
North Carolina,"4.627871130940561E-4","5.880323261470152E-4"
Delaware,"3.667680593532591E-5","2.7466478079053783E-5"
Virginia,"2.962991400842621E-4","3.6663586647949067E-4"
Illinois,"5.221293608995273E-4","4.773340963132529E-4"
Michigan,"4.533088374029045E-4","4.232334576726924E-4"
Pennsylvania,"6.024886548027694E-4","6.059271527742774E-4"
South Carolina,"2.6209492780749754E-4","2.259742060140334E-4"
Missouri,"3.473994090278623E-4","3.7412672413741444E-4"
Ohio,"4.99463919029382E-4","5.177014959142865E-4"
Oklahoma,"1.8008723813188113E-4","1.6812813854451104E-4"
Utah,"1.3475635439159068E-4","1.3733239039526892E-4"
Tennessee,"4.083900526057076E-4","5.347640050240018E-4"
Georgia,"7.43838592283857E-4","9.559166689028264E-4"
Alaska,"8.65407780496454E-5","1.065366422460268E-4"
Oregon,"6.15675820981763E-4","5.643112768969232E-4"
Alabama,"2.105825599208038E-4","2.188995071148832E-4"
Louisiana,"2.36956892278791E-4","3.7412672413741444E-4"
California,"0.006255249857216988","0.006850389328171278"
Nevada,"3.9149399593887204E-4","5.905292786996564E-4"
South Dakota,"5.1512367886693694E-5","5.160368608791924E-5"
Florida,"0.00226860468172999","0.0022185423430217534"
Arizona,"5.035849084603176E-4","6.150826454672954E-4"
Kentucky,"2.5014405845778456E-4","1.8310985386035857E-4"
North Dakota,"9.931584528554542E-5","6.658540140376674E-5"
Idaho,"8.571658016345831E-5","1.0820127728112097E-4"
Arkansas,"1.903897117092199E-4","1.5064947067602226E-4"
Indiana,"3.061895147185073E-4","2.859010672774235E-4"
Texas,"0.0015981197013167853","0.0018161168232877381"
Wyoming,"5.645755520381628E-5","1.2942537397857162E-4"
West Virginia,"1.355805522777778E-4","1.115305473513093E-4"
Kansas,"1.706089624407295E-4","1.5522721702253124E-4"
Montana,"1.273385734159068E-4","1.3441927908385413E-4"
